pipe_id,age,material,diameter,pressure,soil_type,previous_breaks,location_type,leak_reports,failure_risk
2401,35,Cast Iron,29,39,Sand,5,Commercial,0,1
2402,69,PVC,32,132,Clay,3,Downtown,15,2
2403,2,Steel,28,138,Loam,10,Rural,6,2
2404,90,Steel,34,138,Clay,7,Industrial,0,2
2405,38,Concrete,9,135,Sand,1,Industrial,3,1
2406,96,Steel,20,76,Loam,4,Commercial,4,2
2407,6,Steel,23,59,Rock,9,Commercial,2,2
2408,72,PVC,30,30,Clay,6,Residential,9,2
2409,72,Concrete,42,91,Clay,3,Commercial,2,1
2410,81,Cast Iron,30,99,Clay,3,Downtown,0,2
2411,67,Concrete,43,48,Rock,1,Industrial,3,1
2412,8,Copper,47,146,Clay,3,Industrial,10,2
2413,30,Copper,39,135,Loam,1,Residential,2,0
2414,7,PVC,20,51,Clay,10,Rural,2,2
2415,69,PVC,9,29,Rock,10,Rural,9,2
2416,98,Steel,13,74,Loam,5,Downtown,12,2
2417,36,Concrete,22,38,Sand,9,Residential,10,2
2418,77,Cast Iron,43,41,Clay,8,Rural,6,2
2419,11,Copper,35,31,Rock,8,Residential,0,1
2420,66,PVC,13,122,Sand,6,Rural,12,2
2421,36,PVC,30,39,Sand,2,Industrial,6,1
2422,90,Steel,10,117,Clay,2,Downtown,7,2
2423,69,Concrete,9,95,Clay,10,Commercial,3,2
2424,91,PVC,45,119,Rock,5,Rural,12,2
2425,12,Copper,25,100,Clay,0,Rural,13,1
2426,52,Concrete,10,103,Clay,2,Commercial,6,1
2427,84,Copper,37,137,Loam,2,Industrial,6,1
2428,86,PVC,28,144,Clay,1,Downtown,9,2
2429,42,Concrete,16,142,Clay,0,Residential,6,1
2430,60,Copper,42,66,Loam,10,Commercial,5,2
2431,44,Steel,24,64,Sand,7,Commercial,6,2
2432,65,Cast Iron,18,112,Sand,10,Commercial,13,2
2433,12,PVC,46,113,Loam,4,Industrial,12,2
2434,16,Steel,26,134,Sand,2,Rural,10,1
2435,3,Cast Iron,48,102,Rock,3,Downtown,5,2
2436,26,Steel,41,115,Clay,10,Industrial,10,2
2437,34,Steel,6,88,Rock,4,Commercial,10,2
2438,55,PVC,26,144,Loam,9,Downtown,9,2
2439,37,PVC,22,54,Loam,3,Rural,7,1
2440,9,Steel,39,113,Rock,2,Industrial,0,1
2441,80,Cast Iron,33,39,Rock,1,Industrial,2,1
2442,15,Copper,30,96,Loam,0,Rural,12,1
2443,40,Concrete,45,121,Rock,1,Rural,13,2
2444,13,Steel,48,38,Loam,7,Rural,12,2
2445,38,Concrete,20,67,Loam,2,Commercial,1,0
2446,88,Cast Iron,29,100,Clay,2,Residential,5,2
2447,9,Cast Iron,9,52,Rock,7,Industrial,11,2
2448,76,Copper,31,57,Clay,0,Commercial,9,1
2449,34,Concrete,7,49,Loam,10,Rural,3,2
2450,65,Copper,20,119,Clay,2,Industrial,2,1
2451,49,Copper,12,61,Clay,7,Commercial,9,2
2452,99,Copper,34,61,Loam,6,Rural,2,1
2453,53,Concrete,40,53,Rock,9,Commercial,8,2
2454,54,PVC,13,89,Rock,0,Commercial,6,0
2455,7,Cast Iron,27,110,Loam,0,Downtown,0,0
2456,95,Copper,47,89,Clay,4,Rural,0,1
2457,67,Concrete,17,41,Loam,4,Residential,7,1
2458,11,Concrete,31,42,Loam,6,Downtown,7,2
2459,82,Steel,47,74,Sand,0,Rural,8,1
2460,50,Copper,5,136,Clay,8,Commercial,4,2
2461,91,Cast Iron,37,96,Sand,0,Downtown,3,1
2462,27,Copper,19,72,Rock,3,Rural,11,1
2463,86,Steel,11,112,Rock,1,Commercial,15,2
2464,10,Concrete,9,92,Rock,0,Commercial,6,0
2465,90,Concrete,41,118,Loam,0,Rural,4,1
2466,40,Cast Iron,29,42,Clay,0,Industrial,5,1
2467,48,Cast Iron,33,80,Clay,3,Commercial,13,2
2468,24,Steel,26,143,Clay,3,Commercial,0,1
2469,12,Cast Iron,33,127,Loam,5,Rural,0,1
2470,27,Steel,5,90,Rock,4,Downtown,2,1
2471,34,Cast Iron,39,67,Sand,8,Industrial,13,2
2472,20,Cast Iron,27,149,Clay,3,Rural,15,2
2473,28,Steel,28,46,Sand,5,Residential,3,1
2474,80,PVC,25,114,Loam,4,Rural,11,2
2475,60,Concrete,34,25,Loam,9,Residential,3,2
2476,64,Copper,41,147,Rock,9,Commercial,0,2
2477,8,Steel,28,86,Loam,8,Industrial,6,2
2478,24,Concrete,46,22,Clay,10,Downtown,9,2
2479,31,Concrete,42,56,Clay,1,Rural,14,1
2480,16,Steel,12,38,Loam,8,Residential,15,2
2481,46,Copper,24,26,Clay,9,Downtown,10,2
2482,34,Copper,12,73,Clay,6,Downtown,3,2
2483,65,PVC,32,69,Rock,5,Residential,6,2
2484,19,Copper,19,112,Clay,1,Industrial,12,1
2485,54,Cast Iron,46,75,Loam,2,Industrial,6,1
2486,24,PVC,18,143,Sand,1,Residential,0,0
2487,53,PVC,28,64,Sand,9,Rural,2,2
2488,25,PVC,21,121,Sand,6,Residential,7,2
2489,12,Cast Iron,16,85,Rock,2,Industrial,6,1
2490,35,Cast Iron,19,107,Loam,1,Commercial,14,2
2491,51,Concrete,15,50,Sand,4,Downtown,2,1
2492,7,Concrete,5,147,Rock,7,Commercial,5,2
2493,86,Copper,14,82,Clay,8,Downtown,0,2
2494,25,Steel,48,111,Clay,5,Rural,14,2
2495,31,Steel,20,23,Sand,4,Commercial,7,1
2496,36,Steel,34,109,Clay,6,Residential,7,2
2497,73,Steel,47,145,Clay,10,Rural,5,2
2498,83,PVC,48,144,Rock,0,Commercial,11,1
2499,68,Copper,15,114,Clay,5,Rural,5,2
2500,71,Concrete,34,109,Rock,8,Commercial,13,2
2501,48,Steel,21,72,Loam,9,Residential,10,2
2502,12,PVC,44,124,Rock,3,Industrial,9,1
2503,16,Cast Iron,8,104,Clay,2,Industrial,5,1
2504,26,PVC,25,36,Rock,10,Industrial,9,2
2505,99,Concrete,9,59,Rock,3,Downtown,6,2
2506,14,Cast Iron,22,148,Rock,3,Rural,5,2
2507,90,Concrete,7,71,Sand,1,Industrial,0,0
2508,9,Steel,4,143,Rock,0,Commercial,9,1
2509,9,Concrete,46,133,Loam,1,Rural,12,1
2510,72,PVC,48,40,Clay,10,Commercial,12,2
2511,3,Cast Iron,9,95,Sand,3,Residential,11,2
2512,43,Steel,33,91,Sand,10,Residential,6,2
2513,90,Steel,7,119,Rock,0,Rural,7,1
2514,54,Concrete,42,30,Clay,8,Rural,10,2
2515,20,Steel,28,146,Clay,3,Residential,0,1
2516,12,Copper,22,27,Clay,3,Commercial,14,2
2517,42,Steel,43,108,Clay,3,Rural,13,2
2518,74,Cast Iron,16,57,Sand,0,Industrial,11,1
2519,50,Steel,45,40,Sand,6,Downtown,3,2
2520,18,PVC,5,111,Rock,9,Commercial,13,2
2521,33,Cast Iron,40,79,Sand,0,Commercial,8,1
2522,95,Steel,11,148,Rock,5,Rural,2,2
2523,82,Copper,9,77,Rock,6,Rural,14,2
2524,30,Steel,25,36,Loam,8,Industrial,15,2
2525,40,Steel,41,51,Sand,4,Downtown,13,2
2526,69,PVC,23,20,Rock,8,Downtown,7,2
2527,66,PVC,40,61,Loam,6,Residential,6,2
2528,71,Cast Iron,29,32,Loam,3,Downtown,5,2
2529,51,Cast Iron,47,131,Rock,1,Commercial,8,1
2530,55,Copper,9,50,Clay,7,Rural,4,2
2531,47,Concrete,30,69,Rock,4,Rural,4,1
2532,24,PVC,12,143,Rock,9,Residential,6,2
2533,57,Copper,16,143,Loam,0,Downtown,1,0
2534,89,PVC,36,121,Rock,10,Downtown,4,2
2535,90,Steel,18,128,Sand,5,Industrial,2,2
2536,57,PVC,29,121,Sand,0,Residential,10,1
2537,36,PVC,45,100,Sand,1,Downtown,12,1
2538,42,PVC,33,105,Loam,10,Commercial,11,2
2539,91,Concrete,27,141,Loam,3,Commercial,3,1
2540,42,Copper,26,150,Sand,10,Commercial,1,2
2541,90,PVC,31,109,Loam,9,Rural,1,2
2542,37,Concrete,45,55,Clay,10,Residential,7,2
2543,89,PVC,44,126,Loam,2,Commercial,14,2
2544,12,PVC,41,51,Loam,10,Rural,15,2
2545,67,Concrete,11,98,Sand,7,Industrial,10,2
2546,54,PVC,26,116,Rock,9,Commercial,10,2
2547,9,Copper,11,65,Clay,1,Commercial,1,0
2548,1,Copper,36,128,Sand,10,Commercial,3,2
2549,47,Copper,16,103,Loam,1,Rural,3,0
2550,56,Copper,33,42,Rock,5,Industrial,5,1
2551,96,PVC,28,81,Rock,2,Commercial,15,2
2552,52,Steel,8,73,Sand,0,Commercial,2,0
2553,60,Concrete,30,40,Loam,10,Residential,6,2
2554,79,Concrete,39,128,Rock,4,Industrial,13,2
2555,48,Concrete,9,30,Rock,3,Industrial,4,1
2556,83,Copper,32,66,Clay,5,Residential,14,2
2557,42,Copper,34,69,Rock,4,Downtown,11,2
2558,77,PVC,15,105,Loam,3,Downtown,11,2
2559,80,Concrete,38,82,Clay,4,Industrial,10,2
2560,32,Steel,43,20,Clay,3,Industrial,7,1
2561,80,Cast Iron,32,33,Sand,9,Commercial,0,2
2562,57,Steel,5,26,Loam,9,Industrial,10,2
2563,9,Steel,22,82,Rock,2,Downtown,9,1
2564,5,Copper,28,76,Sand,2,Residential,14,1
2565,60,PVC,4,85,Clay,1,Residential,13,1
2566,21,Copper,38,96,Sand,1,Commercial,8,1
2567,88,Concrete,45,40,Clay,10,Industrial,13,2
2568,49,Concrete,17,25,Sand,4,Downtown,15,2
2569,16,Steel,13,117,Clay,4,Downtown,9,2
2570,74,Concrete,44,70,Sand,0,Commercial,3,0
2571,24,Steel,44,125,Loam,10,Residential,9,2
2572,66,Steel,36,132,Sand,6,Commercial,9,2
2573,55,Cast Iron,6,105,Sand,3,Rural,9,2
2574,98,PVC,7,119,Rock,5,Industrial,5,2
2575,88,Cast Iron,29,69,Clay,3,Rural,1,1
2576,10,Steel,12,150,Sand,6,Industrial,13,2
2577,71,Copper,18,72,Rock,5,Downtown,13,2
2578,84,Concrete,30,88,Sand,1,Downtown,2,1
2579,53,Cast Iron,18,90,Loam,8,Residential,1,2
2580,97,Concrete,37,23,Rock,10,Downtown,15,2
2581,12,Steel,33,66,Rock,1,Residential,6,1
2582,33,PVC,35,67,Sand,0,Residential,11,1
2583,54,Steel,40,128,Clay,3,Commercial,10,2
2584,18,Steel,42,102,Clay,4,Commercial,12,2
2585,8,Copper,14,71,Sand,8,Commercial,9,2
2586,19,Copper,20,95,Sand,0,Industrial,7,0
2587,55,PVC,29,147,Sand,9,Residential,7,2
2588,23,Concrete,32,150,Sand,1,Downtown,9,1
2589,7,Copper,38,29,Loam,5,Rural,9,1
2590,60,Steel,35,20,Loam,1,Rural,4,1
2591,98,Steel,16,47,Sand,0,Commercial,9,1
2592,68,Copper,4,130,Rock,5,Downtown,3,2
2593,89,Copper,46,143,Sand,3,Commercial,7,1
2594,50,Cast Iron,42,78,Loam,10,Commercial,5,2
2595,67,Copper,13,96,Clay,6,Residential,6,2
2596,46,PVC,10,70,Rock,2,Commercial,14,1
2597,21,Concrete,28,90,Rock,5,Residential,6,2
2598,57,Concrete,26,60,Sand,9,Residential,0,2
2599,64,PVC,35,142,Sand,2,Downtown,5,1
2600,65,Steel,12,90,Clay,9,Downtown,0,2
2601,65,Copper,11,85,Loam,10,Industrial,11,2
2602,68,PVC,43,141,Rock,4,Downtown,10,2
2603,77,Concrete,8,147,Sand,8,Downtown,7,2
2604,86,Copper,42,81,Rock,2,Commercial,0,1
2605,34,Steel,8,42,Rock,4,Commercial,10,2
2606,94,PVC,33,139,Rock,5,Industrial,13,2
2607,31,PVC,40,53,Rock,8,Commercial,5,2
2608,51,Steel,31,72,Loam,0,Residential,4,0
2609,53,Copper,8,73,Clay,7,Industrial,15,2
2610,90,Steel,42,110,Clay,9,Industrial,0,2
2611,19,Cast Iron,10,80,Rock,6,Commercial,8,2
2612,70,Concrete,12,119,Loam,3,Rural,0,1
2613,25,Concrete,30,103,Clay,8,Rural,12,2
2614,1,Cast Iron,42,31,Sand,2,Industrial,14,2
2615,11,Concrete,47,30,Sand,2,Commercial,14,1
2616,26,Concrete,15,82,Clay,3,Rural,10,2
2617,25,Cast Iron,6,81,Sand,6,Industrial,14,2
2618,67,Steel,45,74,Sand,9,Rural,2,2
2619,90,Cast Iron,21,108,Rock,8,Commercial,8,2
2620,5,Steel,34,87,Sand,2,Residential,8,1
2621,56,Steel,44,31,Sand,2,Rural,10,1
2622,67,Steel,45,109,Sand,3,Rural,0,1
2623,48,Concrete,23,95,Sand,0,Commercial,14,1
2624,65,PVC,16,132,Clay,1,Rural,6,1
2625,87,Cast Iron,47,146,Rock,7,Downtown,10,2
2626,23,Copper,21,143,Clay,1,Residential,3,1
2627,66,Steel,29,127,Sand,3,Industrial,0,1
2628,33,Copper,25,138,Sand,8,Downtown,8,2
2629,89,Steel,43,63,Loam,2,Rural,5,1
2630,1,Cast Iron,39,85,Loam,5,Industrial,0,1
2631,2,Copper,7,104,Rock,7,Downtown,13,2
2632,73,Concrete,17,90,Sand,0,Industrial,0,0
2633,48,PVC,45,37,Clay,6,Industrial,5,2
2634,36,Concrete,37,134,Sand,4,Downtown,3,1
2635,18,Steel,4,113,Loam,4,Commercial,3,1
2636,73,Steel,42,114,Clay,4,Downtown,2,2
2637,15,Copper,17,122,Sand,9,Commercial,12,2
2638,42,Cast Iron,21,139,Loam,5,Downtown,8,2
2639,80,Copper,12,136,Loam,8,Downtown,7,2
2640,33,PVC,33,107,Clay,1,Rural,10,1
2641,63,Concrete,15,112,Sand,2,Rural,15,2
2642,78,Cast Iron,37,76,Loam,1,Rural,14,2
2643,2,Steel,15,116,Sand,9,Residential,2,2
2644,96,Concrete,45,78,Loam,2,Residential,13,2
2645,97,Steel,37,131,Clay,5,Residential,7,2
2646,19,Concrete,28,71,Rock,6,Residential,5,2
2647,47,Concrete,47,64,Loam,8,Downtown,6,2
2648,9,Copper,10,21,Clay,10,Rural,13,2
2649,64,PVC,43,130,Loam,10,Downtown,5,2
2650,72,PVC,19,22,Rock,9,Industrial,12,2
2651,42,Steel,36,22,Rock,10,Commercial,1,2
2652,56,PVC,15,143,Rock,4,Industrial,11,2
2653,11,PVC,5,22,Clay,4,Commercial,7,1
2654,58,Steel,7,51,Loam,2,Downtown,15,2
2655,83,Copper,24,138,Loam,1,Industrial,10,1
2656,50,Cast Iron,13,67,Clay,2,Commercial,2,1
2657,68,Concrete,38,75,Sand,10,Downtown,15,2
2658,39,Concrete,40,23,Sand,10,Industrial,12,2
2659,48,Cast Iron,28,95,Clay,2,Industrial,1,1
2660,29,Cast Iron,13,115,Sand,1,Downtown,3,1
2661,93,Copper,45,23,Rock,9,Rural,5,2
2662,52,Concrete,7,107,Sand,0,Industrial,7,1
2663,36,PVC,29,40,Sand,0,Downtown,12,1
2664,65,Concrete,30,137,Loam,7,Commercial,11,2
2665,74,Steel,23,36,Sand,5,Rural,11,2
2666,76,Cast Iron,8,53,Clay,8,Rural,4,2
2667,78,PVC,11,50,Sand,2,Commercial,0,0
2668,2,Copper,14,129,Rock,7,Downtown,12,2
2669,79,PVC,6,124,Sand,6,Residential,4,2
2670,83,PVC,21,59,Loam,1,Residential,1,0
2671,37,PVC,5,94,Sand,8,Industrial,15,2
2672,59,Concrete,32,46,Clay,8,Industrial,15,2
2673,48,Cast Iron,23,137,Clay,0,Commercial,3,1
2674,12,PVC,47,139,Rock,2,Rural,1,0
2675,25,Steel,40,97,Clay,4,Commercial,3,1
2676,98,Concrete,14,123,Sand,7,Downtown,9,2
2677,98,Concrete,11,58,Clay,5,Residential,15,2
2678,65,Copper,47,111,Rock,5,Rural,6,2
2679,52,Steel,20,64,Clay,1,Residential,4,1
2680,34,Cast Iron,6,50,Rock,2,Industrial,8,1
2681,66,PVC,37,45,Rock,5,Rural,13,2
2682,51,Steel,11,23,Rock,8,Downtown,11,2
2683,42,Steel,9,21,Rock,8,Rural,11,2
2684,87,PVC,30,89,Rock,7,Downtown,15,2
2685,92,Steel,38,133,Loam,1,Rural,9,1
2686,72,PVC,19,34,Loam,3,Residential,10,1
2687,18,PVC,48,109,Loam,6,Downtown,7,2
2688,58,Concrete,30,132,Loam,6,Commercial,12,2
2689,9,PVC,43,23,Loam,7,Residential,10,2
2690,88,Steel,8,136,Clay,10,Rural,6,2
2691,24,Copper,46,80,Clay,10,Commercial,6,2
2692,92,PVC,32,140,Clay,6,Residential,5,2
2693,75,Steel,43,55,Loam,0,Commercial,12,1
2694,74,Concrete,7,32,Rock,2,Commercial,8,1
2695,82,Concrete,6,112,Loam,8,Downtown,11,2
2696,65,Copper,25,35,Sand,1,Commercial,4,0
2697,87,Cast Iron,21,131,Clay,8,Rural,12,2
2698,64,PVC,27,87,Sand,9,Downtown,7,2
2699,31,Steel,33,126,Clay,2,Rural,2,1
2700,21,PVC,44,92,Rock,2,Rural,13,1
2701,96,Steel,32,41,Sand,1,Rural,7,1
2702,17,Steel,39,69,Rock,2,Rural,14,2
2703,47,PVC,46,46,Rock,6,Rural,3,1
2704,59,Copper,20,127,Loam,3,Rural,10,1
2705,64,Cast Iron,41,110,Clay,5,Residential,11,2
2706,4,PVC,29,72,Sand,1,Rural,6,0
2707,96,Cast Iron,48,124,Clay,2,Commercial,8,2
2708,66,Cast Iron,22,125,Loam,3,Industrial,15,2
2709,64,Concrete,39,143,Clay,8,Downtown,9,2
2710,91,Cast Iron,13,98,Clay,0,Industrial,2,1
2711,21,Concrete,36,144,Loam,9,Commercial,15,2
2712,51,Cast Iron,36,144,Clay,4,Rural,9,2
2713,97,Copper,10,91,Loam,5,Rural,5,2
2714,10,PVC,36,81,Rock,1,Commercial,1,0
2715,15,Cast Iron,41,77,Rock,7,Residential,7,2
2716,97,PVC,48,31,Rock,0,Downtown,0,0
2717,22,Cast Iron,25,49,Sand,0,Rural,2,0
2718,20,PVC,36,150,Sand,9,Residential,8,2
2719,94,Cast Iron,44,117,Rock,7,Industrial,8,2
2720,61,Concrete,21,39,Clay,1,Rural,13,1
2721,33,Steel,47,132,Rock,1,Commercial,0,0
2722,52,Steel,48,20,Sand,6,Residential,2,1
2723,41,Steel,37,120,Clay,4,Downtown,4,2
2724,59,Steel,27,98,Loam,7,Industrial,3,2
2725,49,Cast Iron,27,61,Clay,6,Commercial,2,2
2726,30,Steel,27,28,Rock,0,Industrial,2,0
2727,89,Cast Iron,24,25,Clay,4,Commercial,7,2
2728,6,Steel,13,118,Rock,10,Residential,5,2
2729,42,Steel,5,112,Loam,10,Industrial,11,2
2730,94,PVC,44,142,Sand,4,Downtown,4,2
2731,48,PVC,9,90,Loam,2,Commercial,3,0
2732,32,Steel,14,71,Sand,9,Rural,7,2
2733,25,Copper,4,114,Clay,0,Commercial,11,1
2734,66,PVC,46,105,Loam,1,Industrial,15,2
2735,46,Cast Iron,25,116,Sand,0,Commercial,0,0
2736,4,Copper,10,85,Loam,8,Residential,4,2
2737,26,Steel,10,106,Sand,3,Commercial,8,1
2738,1,Copper,48,26,Clay,1,Rural,0,0
2739,27,Concrete,4,32,Rock,2,Industrial,1,0
2740,72,Concrete,16,67,Clay,6,Rural,12,2
2741,87,PVC,24,72,Clay,4,Residential,4,1
2742,11,Cast Iron,25,48,Sand,2,Downtown,4,1
2743,70,PVC,16,104,Loam,7,Commercial,0,2
2744,86,Steel,8,61,Rock,9,Downtown,1,2
2745,77,Concrete,14,21,Loam,7,Rural,8,2
2746,12,Steel,16,118,Rock,9,Commercial,5,2
2747,70,Concrete,13,38,Loam,6,Downtown,2,2
2748,66,PVC,29,66,Rock,6,Residential,10,2
2749,77,PVC,40,46,Loam,10,Commercial,14,2
2750,82,Steel,16,76,Rock,4,Commercial,10,2
2751,89,Concrete,31,64,Sand,7,Residential,6,2
2752,16,PVC,30,108,Rock,3,Commercial,15,2
2753,22,PVC,25,27,Rock,5,Rural,12,2
2754,86,PVC,7,31,Clay,7,Residential,11,2
2755,1,Concrete,32,109,Clay,6,Industrial,12,2
2756,25,Copper,12,53,Rock,9,Rural,3,2
2757,15,Concrete,28,34,Sand,6,Downtown,6,2
2758,26,Cast Iron,34,123,Sand,3,Downtown,9,2
2759,69,Cast Iron,23,54,Loam,7,Commercial,9,2
2760,85,PVC,44,96,Rock,7,Rural,2,2
2761,89,Steel,12,75,Clay,4,Downtown,14,2
2762,76,Cast Iron,32,22,Clay,7,Industrial,8,2
2763,22,Steel,39,95,Sand,8,Commercial,1,2
2764,5,PVC,19,121,Sand,2,Industrial,7,1
2765,1,Cast Iron,14,70,Loam,10,Industrial,0,2
2766,52,Steel,41,43,Rock,5,Commercial,5,2
2767,51,Concrete,31,98,Loam,5,Downtown,13,2
2768,20,PVC,11,103,Clay,8,Residential,8,2
2769,46,Steel,17,139,Loam,7,Residential,15,2
2770,44,Steel,15,115,Clay,7,Rural,0,2
2771,87,PVC,4,72,Rock,2,Commercial,11,1
2772,9,Steel,23,90,Sand,8,Industrial,6,2
2773,50,Copper,5,99,Loam,3,Commercial,3,1
2774,62,PVC,17,117,Clay,4,Rural,0,1
2775,7,Cast Iron,16,77,Loam,2,Commercial,0,0
2776,92,Cast Iron,4,91,Loam,4,Downtown,4,2
2777,89,Steel,48,86,Loam,3,Industrial,2,1
2778,64,PVC,47,150,Loam,7,Industrial,15,2
2779,45,Copper,11,101,Loam,7,Rural,6,2
2780,20,Steel,10,115,Loam,0,Residential,15,1
2781,41,PVC,17,33,Loam,2,Residential,11,1
2782,73,Cast Iron,34,126,Rock,2,Rural,14,2
2783,93,Concrete,33,89,Clay,1,Rural,8,1
2784,84,Steel,35,25,Rock,2,Industrial,7,1
2785,30,PVC,42,42,Rock,10,Commercial,4,2
2786,22,Concrete,18,29,Rock,2,Commercial,15,2
2787,65,Cast Iron,15,127,Clay,2,Downtown,2,2
2788,97,Steel,19,45,Loam,2,Industrial,11,2
2789,93,Cast Iron,6,116,Clay,3,Commercial,4,2
2790,13,PVC,30,54,Loam,9,Commercial,8,2
2791,10,Steel,22,99,Rock,6,Downtown,12,2
2792,75,Copper,37,36,Rock,2,Downtown,15,2
2793,65,Concrete,45,113,Rock,0,Commercial,1,0
2794,97,Concrete,18,48,Rock,0,Commercial,4,1
2795,4,Cast Iron,14,112,Loam,10,Commercial,9,2
2796,34,Copper,12,69,Loam,6,Rural,2,1
2797,7,Steel,41,80,Clay,9,Industrial,0,2
2798,50,PVC,32,70,Loam,4,Rural,6,1
2799,9,PVC,27,53,Clay,3,Downtown,14,2
2800,17,PVC,11,94,Sand,3,Industrial,12,1
2801,6,PVC,41,143,Sand,0,Industrial,8,1
2802,15,Concrete,22,55,Clay,4,Residential,5,1
2803,70,Steel,15,83,Rock,3,Rural,2,1
2804,19,Steel,42,74,Loam,4,Industrial,9,2
2805,20,Steel,5,87,Sand,9,Rural,3,2
2806,98,Concrete,30,78,Sand,10,Downtown,7,2
2807,71,Cast Iron,44,106,Loam,8,Residential,7,2
2808,32,PVC,37,113,Clay,8,Residential,0,2
2809,64,PVC,37,150,Sand,3,Commercial,4,1
2810,66,Copper,42,146,Sand,8,Downtown,12,2
2811,56,Cast Iron,15,25,Rock,7,Residential,11,2
2812,2,Concrete,25,25,Clay,0,Rural,0,0
2813,31,Concrete,6,33,Sand,0,Residential,3,0
2814,56,Cast Iron,42,49,Loam,10,Downtown,3,2
2815,33,Copper,27,40,Rock,8,Downtown,5,2
2816,62,PVC,4,112,Clay,7,Downtown,2,2
2817,87,Cast Iron,11,121,Sand,1,Industrial,2,1
2818,18,Concrete,47,120,Loam,4,Residential,11,2
2819,62,Concrete,13,150,Loam,10,Residential,2,2
2820,20,Concrete,45,69,Sand,3,Commercial,1,1
2821,1,Steel,11,104,Loam,3,Residential,5,1
2822,93,PVC,19,31,Clay,2,Downtown,6,1
2823,26,Steel,18,98,Rock,7,Rural,11,2
2824,12,Steel,4,128,Clay,8,Residential,13,2
2825,13,Steel,27,64,Clay,2,Rural,2,1
2826,62,Concrete,48,58,Rock,7,Industrial,10,2
2827,14,Steel,5,27,Sand,7,Commercial,10,2
2828,59,PVC,44,37,Loam,8,Industrial,0,2
2829,45,Copper,17,77,Clay,5,Commercial,12,2
2830,75,Steel,48,76,Loam,1,Industrial,14,2
2831,16,PVC,41,91,Sand,2,Industrial,2,0
2832,20,Cast Iron,46,137,Rock,6,Commercial,8,2
2833,16,Copper,7,78,Sand,8,Residential,11,2
2834,1,Steel,29,31,Rock,5,Residential,6,1
2835,39,Copper,25,36,Sand,0,Residential,12,1
2836,78,Copper,4,144,Sand,10,Commercial,4,2
2837,42,Steel,19,61,Rock,6,Commercial,13,2
2838,34,Copper,39,59,Rock,0,Rural,13,1
2839,98,Concrete,12,84,Loam,4,Downtown,0,1
2840,76,Steel,16,53,Clay,0,Residential,10,1
2841,18,PVC,20,128,Clay,3,Downtown,1,1
2842,78,Cast Iron,41,140,Rock,3,Commercial,13,2
2843,57,PVC,45,90,Rock,0,Industrial,10,1
2844,28,Steel,23,114,Sand,1,Residential,6,1
2845,17,Concrete,16,142,Loam,3,Downtown,1,1
2846,3,Copper,27,102,Sand,10,Residential,15,2
2847,56,Copper,15,127,Clay,8,Rural,14,2
2848,97,Copper,10,21,Loam,9,Downtown,12,2
2849,64,Steel,33,60,Rock,4,Industrial,8,2
2850,24,Steel,46,68,Loam,1,Rural,7,1
2851,48,Steel,17,54,Loam,5,Residential,11,2
2852,32,Copper,48,140,Clay,4,Industrial,4,1
2853,28,PVC,7,117,Clay,4,Commercial,5,1
2854,89,Concrete,5,51,Rock,3,Residential,1,1
2855,16,Cast Iron,27,94,Clay,1,Residential,5,1
2856,11,Steel,12,21,Clay,10,Rural,10,2
2857,79,Cast Iron,10,130,Clay,10,Industrial,2,2
2858,19,Steel,36,130,Clay,3,Rural,3,1
2859,36,Concrete,43,45,Clay,3,Rural,8,1
2860,53,PVC,12,105,Sand,5,Commercial,6,1
2861,53,Concrete,22,150,Loam,0,Residential,9,1
2862,78,Concrete,45,53,Rock,0,Residential,13,1
2863,76,PVC,40,71,Clay,8,Residential,9,2
2864,66,Concrete,9,62,Sand,3,Industrial,2,1
2865,14,Copper,16,64,Rock,0,Commercial,15,1
2866,11,Copper,36,146,Sand,5,Residential,10,2
2867,54,PVC,22,72,Clay,0,Commercial,11,1
2868,10,Copper,13,54,Sand,2,Residential,14,1
2869,81,Concrete,47,80,Sand,9,Commercial,13,2
2870,78,Concrete,40,57,Rock,7,Downtown,10,2
2871,57,PVC,25,125,Rock,1,Commercial,2,0
2872,51,PVC,8,103,Clay,3,Rural,3,1
2873,10,Steel,16,45,Clay,6,Industrial,3,2
2874,79,Steel,14,99,Sand,10,Commercial,14,2
2875,19,Concrete,27,91,Sand,9,Industrial,15,2
2876,8,PVC,5,144,Sand,6,Downtown,14,2
2877,73,PVC,43,150,Loam,3,Downtown,5,1
2878,50,Concrete,38,45,Rock,5,Downtown,9,2
2879,92,Steel,29,117,Loam,5,Downtown,15,2
2880,94,Copper,47,101,Clay,5,Industrial,4,2
2881,20,PVC,30,54,Sand,8,Commercial,15,2
2882,18,Concrete,34,43,Rock,7,Rural,11,2
2883,64,Cast Iron,29,102,Rock,9,Residential,13,2
2884,29,PVC,5,139,Sand,0,Downtown,7,1
2885,48,Steel,4,100,Sand,10,Residential,7,2
2886,29,Cast Iron,46,68,Loam,4,Industrial,8,2
2887,40,Steel,4,96,Rock,7,Rural,10,2
2888,85,Steel,47,32,Loam,0,Downtown,1,0
2889,79,Cast Iron,15,125,Clay,0,Downtown,9,2
2890,62,PVC,18,135,Clay,9,Industrial,5,2
2891,91,PVC,33,134,Sand,2,Rural,0,1
2892,89,Concrete,23,38,Sand,9,Residential,3,2
2893,29,PVC,35,130,Sand,2,Downtown,13,2
